REFERENCIA;REFERENCIAS ALTERNAS;NOMBRE;DESCRIPCION;MARCA;LINEA;SUB-LINEA;CLASIFICACION;INVENTARIO;PRECIO LISTA
PAI836021;0;RETEN CIGÜEÑAL TRASERO MOTOR MP8 - CXU - GU;RETEN CIGÜEÑAL TRASERO MOTOR MP8 - CXU - GU;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
3312225;0;RETEN CONTROL DE CAMBIOS 4305/4405;RETEN CONTROL DE CAMBIOS 4305/4405;FULLER;FULLER;FULLER;TRANSMISION;0,00;$ 0,00
HN X8870760;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
X8870760TAS;#N/D;0;#N/D;TAS;TAS;TAS;TRANSMISION/DIFER;0,00;#N/D
4300798;0;RETEN DELANTERO EJE DE TOMA FS4205A;RETEN DELANTERO EJE DE TOMA FS4205A;FULLER;FULLER;FULLER;TRANSMISION;0,00;$ 0,00
370212;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
3803576;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
JV5017/3804304CLE;#N/D;0;#N/D;CLEVITE;MAHLE;CLEVITE;MOTOR;0,00;#N/D
3004316/136006PAI;0;RETENEDOR DEL DRIVE NH 350/400 (VIENE EN EL KIT 131395PAI);RETENEDOR DEL DRIVE NH 350/400 (VIENE EN EL KIT 131395PAI);PAI;PAI;PAI;MOTOR;0,00;$ 0,00
R627018;0;"RETEN DE LEVA DE 1"" 1/2 KW";"RETEN DE LEVA DE 1"" 1/2 KW";MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;$ 0,00
475012;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
127-165-15;#N/D;0;#N/D;SNA;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
A11199U4025;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A11205Z2730ARM;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
BRA11205Z2730;0;"RETENEDOR 23-240 DIAMETRO INTERNO 3""";"RETENEDOR 23-240 DIAMETRO INTERNO 3""";MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;$ 0,00
200;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
187;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
4972860/181845PAI;4972860-MCBEE 4004911 2W0712 3071085 3029099;LOSA O SELLO DE BOMBA DE AGUA CUMMINS L10/NH855 290-350 Y 400 M11/ISM/N14/ISX;LOSA O SELLO DE BOMBA DE AGUA CUMMINS L10/NH855 290-350 Y 400 M11/ISM/N14/ISX;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
690437C95-MCBEE;0;RETENEDOR CIGÛEÑAL DELANT DT 466/408/360 CON CAMISILLA;RETENEDOR CIGÛEÑAL DELANT DT 466/408/360 CON CAMISILLA;MCBEE;MCBEE;MCBEE;MOTOR;0,00;$ 0,00
3925343/136118PAI;"3925626
3920404";RETENEDOR CIGUEÑAL DELANTERO ISB - 6CT - ISC - ISL CON CAMISILLA;RETENEDOR CIGUEÑAL DELANTERO ISB - 6CT - ISC - ISL CON CAMISILLA;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
23518355 AV;#N/D;0;#N/D;FREIGHTLINER;FREIGHTLINER;FREIGHTLINER;SUSPENSION;0,00;#N/D
1833096C94;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
690437C95;1833096C92;"RETENEDOR CIGÛEÑAL DELANTERO DT 466/408/360 TODOS; COMPAÑERO DEL 1809964C92";"RETENEDOR CIGÛEÑAL DELANTERO DT 466/408/360 TODOS; COMPAÑERO DEL 1809964C92";INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;$ 0,00
4955383-MCBEE;67882/4955383 CLE 4955383 4955383/136130PAI;RETENEDOR CIGÜEÑAL DELANTERO MOTOR ISX CON GUIA DE EXTRACCION;RETENEDOR CIGÜEÑAL DELANTERO MOTOR ISX CON GUIA DE EXTRACCION;MCBEE;MCBEE;MCBEE;MOTOR;0,00;$ 0,00
1833096C94/436030PAI;#N/D;RETENEDOR CIGUEÑAL DLTERO SERIE DT466MY;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
4955372/136123PAI;0;RETENEDOR TRASERO CIGÜEÑAL CUMMINS 4BT/6BT (PARA MAQUINARIA);RETENEDOR TRASERO CIGÜEÑAL CUMMINS 4BT/6BT (PARA MAQUINARIA);PAI;PAI;PAI;MOTOR;0,00;$ 0,00
1809964C92-MCBEE;0;RETENEDOR CIGÛEÑAL TRASERO DT 360/466;RETENEDOR CIGÛEÑAL TRASERO DT 360/466;MCBEE;MCBEE;MCBEE;MOTOR;0,00;$ 0,00
SS47866 CLE/1809964;1809964C92/436002PAI;RETENEDOR CIGÜEÑAL TRASERO DT 466 DT360;RETENEDOR CIGÜEÑAL TRASERO DT 466 DT360;CLEVITE;MAHLE;CLEVITE;MOTOR;0,00;$ 0,00
4089544;3800968;RETENEDOR CIGÜEÑAL TRASERO L10 TIPO VIEJO CON EMPAQUE Y TORNILLOS;RETENEDOR CIGÜEÑAL TRASERO L10 TIPO VIEJO CON EMPAQUE Y TORNILLOS;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
383-0139;#N/D;RETENEDOR DELANTERO MACK GRANITE;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;0,00;#N/D
383-0164/370048A;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;0,00;#N/D
4955383/136130PAI;67882/4955383 CLE 4955383 4955383-MCBEE;RETENEDOR CIGÜEÑAL DELANTERO MOTOR ISX CON GUIA DE EXTRACCION;RETENEDOR CIGÜEÑAL DELANTERO MOTOR ISX CON GUIA DE EXTRACCION;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
4965569;3680095 4101422 4926527 4962603;RETENEDOR CIGUEÑAL TRASERO CUMMINS ISX X15 (VIENE CON GUIA DE INSTALACION);RETENEDOR CIGUEÑAL TRASERO CUMMINS ISX X15 (VIENE CON GUIA DE INSTALACION);CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
4089542;4089542/136097 4023018 4923644 5306458;RETENEDOR DEL CIGUEÑAL TRASERO ISM /CASE DE LOS TORNILLOS TIPO ESTRELLA PARA ISM (VIENE ORIGINAL CON MOTOR ISM) VIENE CON CAMISILLA;RETENEDOR DEL CIGUEÑAL TRASERO ISM /CASE DE LOS TORNILLOS TIPO ESTRELLA PARA ISM (VIENE ORIGINAL CON MOTOR ISM) VIENE CON CAMISILLA;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
4965569/136131PAI;67881/4965569 CLE 3680095 4101422 4926527 4962603;RETENEDOR CIGÜEÑAL TRASERO MOTOR ISX;RETENEDOR CIGÜEÑAL TRASERO MOTOR ISX;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
127719;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
BRA11205X2728ARM;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A11205X2728 AV;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A11205X2728ARM;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A11205X2728/85910EXC;0;"RETENEDOR DIVISOR 46160 DIAMETRO INTERNO 3-1/4""";"RETENEDOR DIVISOR 46160 DIAMETRO INTERNO 3-1/4""";EXCEL;PAI;PAI;MOTOR;0,00;$ 0,00
3803574CLE/67650;#N/D;0;#N/D;CLEVITE;MAHLE;CLEVITE;MOTOR;0,00;#N/D
370001A/35066SKF;"370001
35058PRO
383-0136";RETENEDOR RUEDA DELANTERA (370001) RETENEDOR VERDE SKF CLASSIC (REQUIERE HERRAMIENTA PARA INSTALAR) RUEDA DELANTERA DE TODAS LAS TRACTOMULAS AMERICANAS;RETENEDOR RUEDA DELANTERA (370001) RETENEDOR VERDE SKF CLASSIC (REQUIERE HERRAMIENTA PARA INSTALAR) RUEDA DELANTERA DE TODAS LAS TRACTOMULAS AMERICANAS;SKF;SKF;SKF;RODAMIENTO;0,00;$ 0,00
370003A/47693SKF;0;RETENEDOR EJE DE RUEDA;RETENEDOR EJE DE RUEDA;SKF;SKF;SKF;RODAMIENTO;0,00;$ 0,00
393-0104;#N/D;RETENEDOR EJE DE TRASERO MACK GRANITE;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;0,00;#N/D
372-7099/370065A;0;RETENEDOR EJE DE RUEDA TRAILER GRASA;RETENEDOR EJE DE RUEDA TRAILER GRASA;STEMCO;STEMCO;STEMCO;EJE DELANTERO;0,00;$ 0,00
373-0143/370025A;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;0,00;#N/D
380065A/4262SKF;#N/D;0;#N/D;SKF;SKF;SKF;RODAMIENTO;0,00;#N/D
380065A/42627SKF;"370065 380065A
CR42623 
372-7099 
";RETENEDOR RUEDA TRAILER (380065A) RETENEDOR GRIS SKF PRO (NO REQUIERE HERRAMIENTA PARA INSTALAR);RETENEDOR RUEDA TRAILER (380065A) RETENEDOR GRIS SKF PRO (NO REQUIERE HERRAMIENTA PARA INSTALAR);SKF;SKF;SKF;RODAMIENTO;0,00;$ 0,00
127720;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
42672SKF/370031A;"47691PRO 370031A
380031A
42673";RETENEDOR RUEDA TRASERA (380031A) RETENEDOR VERDE SKF CLASSIC (REQUIERE HERRAMIENTA PARA INSTALAR);RETENEDOR RUEDA TRASERA (380031A) RETENEDOR VERDE SKF CLASSIC (REQUIERE HERRAMIENTA PARA INSTALAR);SKF;SKF;SKF;DIFERENCIAL;0,00;$ 0,00
207;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
196;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
19419;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
370120A;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
370048;"370048A
43761PRO";RETENEDOR RUEDA DELANTERA (370048A) RETENEDOR VERDE SKF CLASSIC (REQUIERE HERRAMIENTA PARA INSTALAR) SUPERBRIGADIER DE 1987/KW/IHC/MACK EJE 16000-20000 lb;RETENEDOR RUEDA DELANTERA (370048A) RETENEDOR VERDE SKF CLASSIC (REQUIERE HERRAMIENTA PARA INSTALAR) SUPERBRIGADIER DE 1987/KW/IHC/MACK EJE 16000-20000 lb;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;$ 0,00
2104000004;#N/D;0;#N/D;SNA;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
370003/806601;#N/D;0;#N/D;CORTECO;TRANSTEC;TRANSTEC;DIRECCION;0,00;#N/D
PAI4004;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
712937;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
A11205D1928;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A1205D1928S*;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A11205A2731 AV;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A11205P1914;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
GGAHH109;0;RETENEDOR SPEED BUS / CAMION / INTER 4700;RETENEDOR SPEED BUS / CAMION / INTER 4700;SPICER;DANA;DANA;DIFERENCIAL;0,00;$ 0,00
A11805A149;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
1205Y1897/77430EXC;#N/D;0;#N/D;EXCEL;PAI;PAI;MOTOR;0,00;#N/D
R945007;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
127728;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
1817867-MCBEE;1817867C92 1817867C92/436015PAI;RETENEDOR TRASERO CIGUEÑAL DT466/560 ELECTRONICO/MECANICO;RETENEDOR TRASERO CIGUEÑAL DT466/560 ELECTRONICO/MECANICO;MCBEE;MCBEE;MCBEE;MOTOR;0,00;$ 0,00
67857/3926126 CLE;#N/D;RETENEDOR TRASERO CIGUEÑAL CUMMINS CON CAMISILLA 4BT/6BT/ISB/6CT/ISC;#N/D;CLEVITE;MAHLE;CLEVITE;MOTOR;0,00;#N/D
X8872722EURO;#N/D;0;#N/D;EURO;EURO;EURO;TRANSMISION;0,00;#N/D
SKF43764;#N/D;0;#N/D;SKF;SKF;SKF;RODAMIENTO;0,00;#N/D
134323/131008K;#N/D;0;#N/D;SPICER;DANA;DANA;DIFERENCIAL;0,00;#N/D
134323/131008KARM;#N/D;0;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
20807 NP;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
A1205C1927;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
PAI7690;455322 NATIONAL;RETEN EJE DE SALIDA DIFERENCIAL DELANTERO MACK CRDPC 92/112 NAT 455322;RETEN EJE DE SALIDA DIFERENCIAL DELANTERO MACK CRDPC 92/112 NAT 455322;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
PAI7695;7690;RETEN EJE DE SALIDA TRANSMISION MACK CON GUARDA POLVO;RETEN EJE DE SALIDA TRANSMISION MACK CON GUARDA POLVO;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
30334/MHS4MANS;0;RETEN KIT 30437;RETEN KIT 30437;MANSONS;MANSONS;MANSONS;SUSPENSION;0,00;$ 0,00
30334 AV;#N/D;0;#N/D;HENDRICKSON;HENDRICKSON;HENDRICKSON;SUSPENSION;0,00;#N/D
20920;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
K2918/4302322TAS;0;RETENEDOR CAJA 14715/915/918 11210BC;RETENEDOR CAJA 14715/915/918 11210BC;TAS;TAS;TAS;TRANSMISION/DIFER;0,00;$ 0,00
HN X8875532;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
3800616/136066PAI;#N/D;RETEN O SELLO DEL DRIVE PARA CUMMINS N14 APLICA PARA MECANICO Y ELECTRONICO;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
473694;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
370025/12S46250T;0;RETEN PUNTA DE RUEDA TRAILER BWP CAMA BAJA;RETEN PUNTA DE RUEDA TRAILER BWP CAMA BAJA;TIMKEN;TIMKEN;TIMKEN;RODAMIENTO;0,00;$ 0,00
575GC31/ERK-8324 PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
806527;0;RETEN RUEDA;RETEN RUEDA;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;$ 0,00
370001A;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
370199;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
806601/121.05-160.30-28.5;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
A02-59975-047;#N/D;0;#N/D;FREIGHTLINER;FREIGHTLINER;FREIGHTLINER;SUSPENSION;0,00;#N/D
9773N;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
A11205N2588;#N/D;0;#N/D;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;#N/D
210724/73140EXC AV;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
1096250170;#N/D;0;#N/D;ISUZO;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
22150882S;#N/D;0;#N/D;TRW;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
370065;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
7690;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
7310;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
7740;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
1809964C92;1809964C92/436002PAI;RETENEDOR CIGÛEÑAL TRASERO DT 360/466 MODELOS VIEJOS 3CORREAS COMPAÑERO DEL 690437C95;RETENEDOR CIGÛEÑAL TRASERO DT 360/466 MODELOS VIEJOS 3CORREAS COMPAÑERO DEL 690437C95;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;$ 0,00
2341877/331427;0;RETEN TRASE CATERPILLAR3406E/C15/C16/C18;RETEN TRASE CATERPILLAR3406E/C15/C16/C18;PAI;PAI;PAI;MOTOR;0,00;$ 0,00
HN X8872722;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
67881/4965569 CLE;#N/D;0;#N/D;CLEVITE;MAHLE;CLEVITE;MOTOR;0,00;#N/D
5259499;48384/3970548;RETENEDOR CIGUEÑAL TRASERO QSB - QSL - 4BT - 6BT - 6CT - ISC - ISL SIN CAMISILLA ;RETENEDOR CIGUEÑAL TRASERO QSB - QSL - 4BT - 6BT - 6CT - ISC - ISL SIN CAMISILLA ;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
1817867C93;#N/D;0;#N/D;INTERNATIONAL;INTERNATIONAL;INTERNATIONAL;MOTOR;0,00;#N/D
3344187;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
ZF0111341;#N/D;0;#N/D;ZF;ZF;ZF;TRANSMISION;0,00;#N/D
RIN 001;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
TO9AL-22.5X825;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
22.5X8.25 T018;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
22.5X8.25 T018H;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
USA-22.5X8.25;#N/D;0;#N/D;USA;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
3803495;0;ROCIADOR MOTOR L10;ROCIADOR MOTOR L10;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
3687058/045056PAI;#N/D;0;#N/D;PAI;PAI;PAI;MOTOR;0,00;#N/D
3013591;0;ROCIADOR ACEITE NH 350-NT;ROCIADOR ACEITE NH 350-NT;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
4058947;0;ROCIADOR DE ACEITE CUMMINS N14;ROCIADOR DE ACEITE CUMMINS N14;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
D3687058;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
5405324;0;ROCIADOR DE PISTON ISB/ISC;ROCIADOR DE PISTON ISB/ISC;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;$ 0,00
D3080708;#N/D;0;#N/D;CUMMINS;CUMMINS;CUMMINS;MOTOR;0,00;#N/D
2*1468147;#N/D;0;#N/D;CATERPILAR;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
3081248-MCBEE;3036934 3005920;RODAJA DE INYECTOR NH855;RODAJA DE INYECTOR NH855;MCBEE;MCBEE;MCBEE;MOTOR;0,00;$ 0,00
8929105-MCBEE;0;RODAJA DETROIT SERIE 60;RODAJA DETROIT SERIE 60;MCBEE;MCBEE;MCBEE;MOTOR;0,00;$ 0,00
F 19033_FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
5240052618 FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
5523765500 FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
F 19119_FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
F 19084_FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
F 15295 FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
F 15328 FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
F 19040_FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
6202 NTN;#N/D;0;#N/D;NTN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
85265;#N/D;0;#N/D;INA;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
28682/28622;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
30BD40-A-T12;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
X8872721/6014C3;0;RODAMIENTO DE BOLAS BALINERA CARCASAMONO;RODAMIENTO DE BOLAS BALINERA CARCASAMONO;NTN;NACIONAL;NACIONAL;DIFERENCIAL;0,00;$ 0,00
396837;#N/D;0;#N/D;NTN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
VKBA5314SKF;0;RODAMIENTO DE RUEDA SCANIA;RODAMIENTO DE RUEDA SCANIA;SKF;SKF;SKF;RODAMIENTO;0,00;$ 0,00
ZF0117732;0;SET RODAMIENTO (COJINETE) CONICO RODILLO & PISTA FABRICANTE SKF EJE DE TOMA;SET RODAMIENTO (COJINETE) CONICO RODILLO & PISTA FABRICANTE SKF EJE DE TOMA;ZF;ZF;ZF;TRANSMISION;0,00;$ 0,00
675250-742259;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
MA1209ELBOW;#N/D;0;#N/D;BOWER;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
VKBA5431SKF;1801594DAF VKBA5431FERSA/F200017;KIT RODAMIENTO DE LA RUEDA DEL EJE TRASERO DAF 480 ( VIENEN 2 SETS,SEPARADOR, PIN Y 2 RETENEDORES);KIT RODAMIENTO DE LA RUEDA DEL EJE TRASERO DAF 480 ( VIENEN 2 SETS,SEPARADOR, PIN Y 2 RETENEDORES);SKF;SKF;SKF;RODAMIENTO;0,00;$ 0,00
32311/BT10838ASKF;#N/D;0;#N/D;SKF;SKF;SKF;RODAMIENTO;0,00;#N/D
W5206RS;#N/D;0;#N/D;BOWER;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
3782/SET406TMK;#N/D;0;#N/D;TIMKEN;TIMKEN;TIMKEN;VARIOS;0,00;#N/D
523361;0;RODAMIENTO LATERAL DIF LO915;RODAMIENTO LATERAL DIF LO915;FAG;DANA;DANA;DIFERENCIAL;0,00;$ 0,00
32212 F_FERSA;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
ZF0117232FERSA/F15104;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
ZF5371748FERSA/F15110;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
ZF0117009;0;SET RODAMIENTO CONICO RODILLO & PISTA PARA EJE TREN FIJO PUNTA DELANTERA Y TRASERA.;SET RODAMIENTO CONICO RODILLO & PISTA PARA EJE TREN FIJO PUNTA DELANTERA Y TRASERA.;ZF;ZF;ZF;TRANSMISION;0,00;$ 0,00
ZF0117009FERSA/5395/5335;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
MUB1309UM-BOW;0;RODAMIENTOS - CILINDRICOS;RODAMIENTOS - CILINDRICOS;BOWER;NACIONAL;NACIONAL;VARIOS;0,00;$ 0,00
6203-2RSKF;0;RODAMIENTO TENSOR CORREA KW EAGLE Y AIRE;RODAMIENTO TENSOR CORREA KW EAGLE Y AIRE;SKF;SKF;SKF;RODAMIENTO;0,00;$ 0,00
6203 2RS1C3;#N/D;0;#N/D;SKF;SKF;SKF;RODAMIENTO;0,00;#N/D
30BD40DDVF;#N/D;0;#N/D;NSK;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
ZF0117678FERSA/F15191;#N/D;0;#N/D;FERSA;FERSA;FERSA;RODAMIENTO;0,00;#N/D
47679STM;#N/D;0;#N/D;STEMCO;STEMCO;STEMCO;EJE DELANTERO;0,00;#N/D
12496/55200C;#N/D;0;#N/D;TIMKEN;TIMKEN;TIMKEN;DIFERENCIAL;0,00;#N/D
131042/SET131042/48;#N/D;RODILLO CANASTA ESQUA D46 170 NP 237087 CON ANTIPATINAJE;#N/D;DANA;DANA;DANA;DIFERENCIAL;0,00;#N/D
81052/1310NR;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
6461;#N/D;0;#N/D;NACIONAL;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
JP10049A;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
JM822010;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
42346;#N/D;0;#N/D;TIMKEN;TIMKEN;TIMKEN;RODAMIENTO;0,00;#N/D
557S;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
MR1307EL;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
559;#N/D;0;#N/D;TIMKEN;TIMKEN;TIMKEN;RODAMIENTO;0,00;#N/D
25584;#N/D;0;#N/D;KOYO;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
8879;#N/D;0;#N/D;FULLER;FULLER;FULLER;TRANSMISION;0,00;#N/D
AJ-602-036;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
MU-1306;#N/D;0;#N/D;LINKBELT;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
MU1308TV/14366/4303031;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
LM806649/4300902;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
SET68 KOYO;#N/D;0;#N/D;KOYO;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
47890/47820;#N/D;0;#N/D;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;#N/D
68450;0;RODILLO 46 MLB;RODILLO 46 MLB;TIMKEN;TIMKEN;TIMKEN;RODAMIENTO;0,00;$ 0,00
A1228F1540;Y32021X/X32021;RODILLO CARRIERS VIEJOS;RODILLO CARRIERS VIEJOS;MERITOR;MERITOR;MERITOR;DIFERENCIAL;0,00;$ 0,00
29675/A2892;0;RODILLO A 2892 DOBLE MONO 12515;RODILLO A 2892 DOBLE MONO 12515;TIMKEN;NACIONAL;NACIONAL;VARIOS;0,00;$ 0,00
